section,name,package,description,status,introduced_in,removed_in,v22,v21,v20,v19,v18,v17,v16,v15,v14,angular_courses_url,angular_dev_url,notes
ESLint,no-inline-styles,angular-eslint/eslint-plugin-template,Disallows the use of inline styles in HTML templates,,14.3.0,,,,,,,,,,available,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/no-inline-styles.md,
ESLint,no-interpolation-in-attributes,angular-eslint/eslint-plugin-template,Ensures that property-binding is used instead of interpolation in attributes.,,15.2.0,,,,,,,,,available,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/no-interpolation-in-attributes.md,
ESLint,no-negated-async,angular-eslint/eslint-plugin-template,"Ensures that async pipe results, as well as values used with the async pipe, are not negated",,1.0.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/no-negated-async.md,
ESLint,no-positive-tabindex,angular-eslint/eslint-plugin-template,Ensures that the tabindex attribute is not positive,,1.0.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/no-positive-tabindex.md,
ESLint,prefer-at-else,angular-eslint/eslint-plugin-template,Prefer using @else instead of a second @if with the opposite condition to reduce code and make it easier to read.,,20.4.0,,,,available,,,,,,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/prefer-at-else.md,
ESLint,prefer-at-empty,angular-eslint/eslint-plugin-template,Prefer using @empty with @for loops instead of a separate @if or @else block to reduce code and make it easier to read.,,19.5.0,,,,,available,,,,,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/prefer-at-empty.md,
ESLint,prefer-built-in-pipes,angular-eslint/eslint-plugin-template,"Encourages the use of Angular built-in pipes (e.g. lowercase, uppercase, titlecase) instead of certain JavaScript methods in Angular templates.",,20.5.0,,,,available,,,,,,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/prefer-built-in-pipes.md,
ESLint,prefer-contextual-for-variables,angular-eslint/eslint-plugin-template,Ensures that contextual variables are used in @for blocks where possible instead of aliasing them.,,19.3.0,,,,,available,,,,,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/prefer-contextual-for-variables.md,
ESLint,prefer-control-flow,angular-eslint/eslint-plugin-template,Ensures that the built-in control flow is used.,,17.1.0,,,,,,,available,,,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/prefer-control-flow.md,
ESLint,prefer-ngsrc,angular-eslint/eslint-plugin-template,Ensures ngSrc is used instead of src for img elements,,16.2.0,,,,,,,,available,,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/prefer-ngsrc.md,
ESLint,prefer-template-literal,angular-eslint/eslint-plugin-template,Ensure that template literals are used instead of concatenating strings or expressions.,,19.4.0,,,,,available,,,,,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/prefer-template-literal.md,
ESLint,role-has-required-aria,angular-eslint/eslint-plugin-template,[Accessibility] Ensures elements with ARIA roles have all required properties for that role.,,14.2.0,,,,,,,,,,available,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/role-has-required-aria.md,
ESLint,table-scope,angular-eslint/eslint-plugin-template,[Accessibility] Ensures that the scope attribute is only used on the <th> element,,1.0.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/table-scope.md,
ESLint,use-track-by-function,angular-eslint/eslint-plugin-template,Ensures trackBy function is used,,1.0.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/use-track-by-function.md,
ESLint,valid-aria,angular-eslint/eslint-plugin-template,[Accessibility] Ensures that correct ARIA attributes and respective values are used,,1.0.0,,,,,,,,,,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/valid-aria.md,
ESLint,attributes-order,angular-eslint/eslint-plugin-template,Ensures that HTML attributes and Angular bindings are sorted based on an expected order,,14.2.0,,,,,,,,,,available,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/attributes-order.md,
ESLint,prefer-self-closing-tags,angular-eslint/eslint-plugin-template,Ensures that self-closing tags are used for elements with a closing tag but no content.,,16.1.0,,,,,,,,available,,,https://www.angular.courses/caniuse?tab=eslint,https://github.com/angular-eslint/angular-eslint/blob/main/packages/eslint-plugin-template/docs/rules/prefer-self-closing-tags.md,
